Index,Company,Product,Inches,Price_euros,SSD_Memory(GB),HDD_Memory(GB),Ram(GB),ScreenResolution(pixels),CPU_Type,CPU_Frequency(GHz),GPU_Type
1041,HP,ProBook 640,14.0,1060.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1042,Dell,XPS 13,13.3,1624.0,256,0,8,3200x1800,Intel Core,2.5,Intel HD
1043,HP,Probook 470,17.3,1080.0,256,0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1044,HP,ProBook 440,14.0,973.0,256,0,4,1366x768,Intel Core,2.5,Intel HD
1045,Acer,Aspire 3,15.6,409.0,0,1024.0,6,1366x768,AMD A9-Series,3,AMD Radeon
1046,MSI,GL72M 7RDX,17.3,1191.8,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1047,HP,Probook 640,14.0,1195.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1048,HP,EliteBook 850,15.6,1228.99,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1049,HP,EliteBook 820,12.5,1349.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1050,HP,ProBook 450,15.6,742.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1051,Toshiba,Tecra Z40-C-136,14.0,1725.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
1052,Dell,Latitude E5570,15.6,1062.95,256,0,8,1920x1080,Intel Core,2.4,Intel HD
1053,HP,ProBook 440,14.0,1010.51,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1054,Lenovo,Yoga 500-15ISK,15.6,847.0,256,0,4,1920x1080,Intel Core,2.5,Intel HD
1056,Toshiba,Tecra A50-C-218,15.6,1425.0,256,0,16,1920x1080,Intel Core,2.5,Nvidia GeForce
1057,Lenovo,Thinkpad L560,15.6,1049.6,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1058,HP,EliteBook 840,14.0,1000.0,0,500,4,1920x1080,Intel Core,2.3,Intel HD
1059,HP,EliteBook 850,15.6,2103.34,256,500,8,1920x1080,Intel Core,2.4,Intel HD
1060,HP,EliteBook 1040,14.0,1469.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1061,MSI,GT72S Dominator,17.3,1545.64,256,1024.0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1062,Lenovo,IdeaPad Y900-17ISK,17.3,2289.99,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1064,Lenovo,ThinkPad X1,14.0,2620.0,256,0,16,2560x1440,Intel Core,2.6,Intel HD
1065,HP,Noteb Pav,15.6,979.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1066,Dell,Inspiron 5578,15.6,1094.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1067,HP,ProBook 450,15.6,979.0,256,0,4,1366x768,Intel Core,2.5,Intel HD
1068,Dell,XPS 13,13.3,2254.0,1024.0,0,16,3200x1800,Intel Core,2.7,Intel HD
1069,HP,ProBook 650,15.6,705.15,0,500,4,1366x768,Intel Core,2.3,Intel HD
1070,HP,250 G5,15.6,499.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1071,Acer,Aspire ES1-523,15.6,449.0,0,1024.0,8,1366x768,AMD A8-Series,2.2,AMD Radeon
1072,Dell,Inspiron 7378,13.3,1299.0,256,0,12,1920x1080,Intel Core,2.7,Intel HD
1073,MSI,GT62VR 6RD,15.6,1819.0,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1074,HP,ProBook 450,15.6,1070.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1075,Asus,Rog G752VL-GC088D,17.3,998.0,0,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1076,Dell,Inspiron 3567,15.6,559.0,0,1024.0,4,1920x1080,Intel Core,2.5,Intel HD
1077,Dell,Inspiron 5567,15.6,989.99,0,2048.0,16,1920x1080,Intel Core,2.7,AMD Radeon
1079,MSI,GS63VR 6RF,15.6,1929.0,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1080,Dell,XPS 13,13.3,1458.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1081,Asus,ROG G701VO,17.3,3975.0,1024.0,0,64,1920x1080,Intel Core,2.7,Nvidia GeForce
1082,Dell,Inspiron 5368,13.3,798.01,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1083,Dell,Alienware 15,15.6,1329.0,256,1024.0,16,3840x2160,Intel Core,2.6,Nvidia GeForce
1085,Dell,Latitude 3570,15.6,481.98,0,500,4,1366x768,Intel Core,2.3,Intel HD
1086,HP,ProBook 650,15.6,1199.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
1087,HP,EliteBook 820,12.5,1199.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1088,HP,ProBook 430,13.3,1090.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1089,Lenovo,ThinkPad Yoga,12.5,1713.49,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1090,Lenovo,IdeaPad 300-17ISK,17.3,659.0,0,1024.0,8,1600x900,Intel Core,2.3,AMD Radeon
1091,Lenovo,Ideapad 700-15ISK,15.6,977.0,0,1024.0,4,1920x1080,Intel Core,2.3,Nvidia GeForce
1092,MSI,GT72VR Dominator,17.3,2499.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,540.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
1094,HP,Probook 650,15.6,940.0,0,500,4,1920x1080,Intel Core,2.3,Intel HD
1095,Lenovo,Yoga 900S-12ISK,12.5,1399.0,512,0,8,2560x1440,Intel Core,1.2,Intel HD
1096,Lenovo,IdeaPad Y900-17ISK,17.3,3240.0,512,1024.0,32,1920x1080,Intel Core,2.7,Nvidia GeForce
1098,HP,Spectre x360,13.3,2049.0,512,0,16,3840x2160,Intel Core,2.7,Intel HD
1099,Dell,Vostro 3568,15.6,750.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1100,HP,EliteBook 840,14.0,1030.99,0,500,4,1920x1080,Intel Core,2.3,Intel HD
1101,HP,ZBook 15u,15.6,1495.0,256,0,8,1920x1080,Intel Core,2.5,AMD FirePro
1102,Lenovo,ThinkPad T460,14.0,1199.0,180,0,8,1920x1080,Intel Core,2.3,Intel HD
1104,Acer,Aspire ES1-523,15.6,387.0,0,500,4,1366x768,AMD A8-Series,2.2,AMD Radeon
1105,Dell,Inspiron 3552,15.6,393.49,0,500,4,1366x768,Intel Pentium,1.6,Intel HD
1106,HP,250 G6,15.6,345.99,0,1024.0,4,1366x768,Intel Core,2,Intel HD
1107,Asus,Rog GL702VM-GC354T,17.3,1599.0,256,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1108,Dell,Inspiron 5370,13.3,818.35,256,0,4,1920x1080,Intel Core,1.6,AMD Radeon
1109,HP,Elitebook 820,12.5,1599.0,128,0,4,1366x768,Intel Core,2.3,Intel HD
1110,Acer,Aspire F5-573G,15.6,799.0,256,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1111,Dell,Inspiron 5567,15.6,638.8,0,1024.0,8,1920x1080,Intel Core,2.5,AMD Radeon
1112,MSI,GS70 Stealth,17.3,1599.0,256,0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1113,HP,250 G5,15.6,500.0,0,1024.0,4,1366x768,Intel Pentium,1.6,Intel HD
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,2299.0,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1115,Dell,Latitude E5270,12.5,1135.15,0,500,4,1366x768,Intel Core,2.3,Intel HD
1116,Dell,Latitude E5270,12.5,1166.97,128,0,4,1366x768,Intel Core,2.3,Intel HD
1117,Acer,Chromebook 15,15.6,209.0,16,0,4,1366x768,Intel Celeron,1.5,Intel HD
1118,HP,ZBook 17,17.3,2899.0,0,1024.0,8,1920x1080,Intel Core,2.6,AMD FirePro
1119,Lenovo,Legion Y520-15IKBN,15.6,1199.0,512,0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1120,Dell,Latitude E5270,12.5,1413.1,256,0,8,1366x768,Intel Core,2.3,Intel HD
1121,MSI,GE72 Apache,17.3,1511.19,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1122,Lenovo,Yoga 500-15ISK,15.6,867.0,256,0,4,1920x1080,Intel Core,2.3,Intel HD
1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,398.0,0,1024.0,4,1920x1080,AMD A6-Series,2.5,AMD Radeon
1124,Asus,Rog GL552VW-CN470T,15.6,1339.0,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1125,HP,EliteBook 1030,13.3,1699.0,256,0,8,3200x1800,Intel Core,1.1,Intel HD
1126,Dell,Vostro 3559,15.6,769.15,0,500,4,1366x768,Intel Core,2.3,AMD Radeon
1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,429.0,128,0,4,1366x768,Intel Core,2.0,Intel HD
1128,HP,Spectre Pro,13.3,1969.0,512,0,8,1920x1080,Intel Core,2.5,Intel HD
1130,Dell,XPS 13,13.3,1379.0,256,0,8,1920x1080,Intel Core,2.4,Intel Iris
1131,Lenovo,IdeaPad Y900-17ISK,17.3,2749.99,256,1024.0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1132,Razer,Blade Stealth,12.5,1029.0,256,0,8,3840x2160,Intel Core,2.5,Intel HD
1133,Toshiba,Portege X30-D-10K,13.3,2226.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
1134,Asus,Rog GL752VW-T4308T,17.3,1312.49,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1136,HP,Spectre Pro,13.3,1690.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1137,HP,EliteBook 1040,14.0,1513.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1138,Dell,Latitude E5570,15.6,523.63,0,500,4,1366x768,Intel Core,2.3,Intel HD
1139,Asus,VivoBook Max,15.6,435.0,0,1024.0,4,1366x768,Intel Core,2.4,Intel HD
1140,Lenovo,ThinkPad Yoga,14.0,1669.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1142,HP,EliteBook 820,12.5,1895.0,256,0,8,1366x768,Intel Core,2.4,Intel HD
1143,Lenovo,Legion Y520-15IKBN,15.6,989.0,128,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1144,HP,Omen -,17.3,1129.0,128,1024.0,8,1920x1080,Intel Core,2.3,Nvidia GeForce
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,629.0,0,2048.0,8,1366x768,Intel Core,2.7,Intel HD
1146,Lenovo,ThinkPad P40,14.0,2050.38,512,0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1148,HP,250 G6,15.6,752.0,256,0,8,1920x1080,Intel Core,2.7,Intel HD
1149,Acer,Aspire E5-576G,15.6,616.0,0,1024.0,4,1920x1080,Intel Core,2.5,Nvidia GeForce
1150,Lenovo,IdeaPad 500-15ISK,15.6,1099.0,0,0,16,1920x1080,Intel Core,2.5,AMD Radeon
1151,HP,ZBook 17,17.3,3949.4,256,0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1153,Dell,Inspiron 5567,15.6,784.0,0,1024.0,8,1366x768,Intel Core,2.5,AMD Radeon
1154,MSI,GT72S Dominator,17.3,2399.0,256,1024.0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1155,HP,EliteBook 850,15.6,2171.72,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1156,Lenovo,ThinkPad X1,14.0,2440.0,512,0,16,2560x1440,Intel Core,2.6,Intel HD
1157,MSI,GP62M 7RDX,15.6,1142.8,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1160,HP,Spectre Pro,13.3,1629.0,256,0,8,1920x1080,Intel Core,2.4,Intel HD
1161,HP,ZBook 15,15.6,2229.0,256,0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1162,HP,Spectre Pro,13.3,1799.0,256,0,8,2560x1440,Intel Core,2.6,Intel HD
1163,HP,ZBook Studio,15.6,1899.0,256,0,8,1920x1080,Intel Core,2.6,Nvidia Quadro
1164,HP,EliteBook 820,12.5,2296.95,256,0,8,1920x1080,Intel Core,2.50,Intel HD
1165,Dell,Vostro 5568,15.6,1009.9,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1166,HP,EliteBook 850,15.6,1579.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1167,Lenovo,ThinkPad X1,14.0,2339.0,256,0,8,2560x1440,Intel Core,2.5,Intel HD
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,339.0,0,1024.0,4,1366x768,Intel Core,2.0,Intel HD
1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,297.0,0,500,4,1366x768,AMD E-Series,1.8,AMD Radeon
1170,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,599.0,0,1024.0,8,1920x1080,Intel Core,2.3,AMD Radeon
1171,Dell,Inspiron 7567,15.6,1199.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1172,Dell,XPS 15,15.6,2250.68,256,0,8,3840x2160,Intel Core,2.3,Nvidia GeForce
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,478.89,256,0,4,1920x1080,AMD A6-Series,2.5,AMD Radeon
1174,MSI,GP72M 7REX,17.3,1492.8,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1175,Lenovo,ThinkPad T460s,14.0,2299.0,512,0,12,1920x1080,Intel Core,2.6,Intel HD
1176,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,788.49,0,0,8,1920x1080,Intel Core,2.3,AMD Radeon
1177,HP,Spectre Pro,13.3,2041.0,512,0,8,2560x1440,Intel Core,2.6,Intel HD
1178,Lenovo,ThinkPad T460,14.0,1499.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
1179,MSI,GS40 Phantom,14.0,1769.0,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1180,HP,Pavilion 15-cb003nv,15.6,899.0,0,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1181,Lenovo,IdeaPad 310-15ISK,15.6,459.0,0,1024.0,8,1366x768,Intel Core,2.0,Intel HD
1182,HP,250 G4,15.6,476.99,0,500,4,1366x768,Intel Core,2.3,Intel HD
1183,Dell,Inspiron 7567,15.6,1498.0,128,1024.0,8,3840x2160,Intel Core,2.8,Nvidia GeForce
1184,Lenovo,ThinkPad T570,15.6,1390.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,468.0,0,1024.0,4,1920x1080,Intel Core,2,Nvidia GeForce
1187,MSI,PL60 7RD,15.6,839.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1188,HP,250 G5,15.6,679.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1189,HP,ProBook 450,15.6,1159.0,512,0,16,1920x1080,Intel Core,1.8,Intel UHD
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,369.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,398.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
1192,Lenovo,IdeaPad 510-15IKB,15.6,709.0,0,1024.0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14.0,769.0,256,0,4,1920x1080,Intel Core,2.4,Intel HD
1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,825.0,0,0,4,1920x1080,Intel Core,2.5,Intel HD
1195,Lenovo,IdeaPad Y700-15ISK,15.6,1305.0,512,0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1196,MSI,GS60 Ghost,15.6,2153.37,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1197,HP,ProBook 450,15.6,650.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
1198,Lenovo,ThinkPad X1,14.0,1637.0,256,0,8,2560x1440,Intel Core,2.3,Intel HD
1199,Lenovo,IdeaPad 310-15IKB,15.6,831.0,256,0,6,1920x1080,Intel Core,2.7,Nvidia GeForce
1200,Dell,Vostro 5568,15.6,895.01,256,0,8,1920x1080,Intel Core,2.7,Nvidia GeForce
1201,Acer,Aspire 3,15.6,333.0,0,500,4,1366x768,Intel Celeron,2,Intel HD
1202,HP,Pavilion 15-BC000nv,15.6,799.0,0,1024.0,6,1920x1080,Intel Core,2.6,Nvidia GeForce
1203,Asus,Rog GL552VW-DM201T,15.6,909.0,256,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1204,Dell,Inspiron 5578,15.6,1179.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
1205,Acer,Aspire E5-576G,15.6,691.0,256,0,4,1920x1080,Intel Core,2.5,Nvidia GeForce
1206,Dell,XPS 13,13.3,1099.0,256,0,8,3200x1800,Intel Core,2.4,Intel HD
1207,Acer,Predator G9-793,17.3,2599.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1208,Lenovo,Legion Y520-15IKBN,15.6,819.0,0,1024.0,8,1920x1080,Intel Core,2.5,Nvidia GeForce
1210,HP,250 G6,15.6,485.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1212,Dell,Inspiron 7378,13.3,1199.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1213,HP,Pavilion Power,15.6,1327.0,128,1024.0,12,1920x1080,Intel Core,2.8,Nvidia GeForce
1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,368.0,0,1024.0,4,1366x768,Intel Core,2,AMD Radeon
1215,Asus,Rog G752VY-GC229T,17.3,2150.0,512,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1216,Acer,Aspire 3,15.6,272.0,0,1024.0,4,1366x768,Intel Celeron,2,Intel HD
1217,MSI,GS73VR 7RF,17.3,2048.9,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1218,Dell,Inspiron 5567,15.6,499.0,128,0,4,1366x768,Intel Core,2.0,AMD Radeon
1219,Lenovo,IdeaPad 310-15ISK,15.6,629.0,0,500,8,1366x768,Intel Core,2.5,Nvidia GeForce
1220,Dell,Inspiron 5579,15.6,1285.0,512,0,16,1920x1080,Intel Core,1.8,Intel UHD
1221,Dell,XPS 13,13.3,2680.0,512,0,16,3200x1800,Intel Core,2.7,Intel HD
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,1169.0,0,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1223,Dell,Inspiron 5567,15.6,889.0,256,0,8,1920x1080,Intel Core,2.5,AMD Radeon
1224,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,579.0,256,0,8,1366x768,Intel Core,2.5,Intel HD
1225,Lenovo,IdeaPad 320-15AST,15.6,299.0,0,500,4,1366x768,AMD E-Series,2.2,AMD Radeon
1226,Acer,Aspire E5-774G,17.3,629.0,0,1024.0,8,1600x900,Intel Core,2.0,Nvidia GeForce
1227,Asus,Rog Strix,15.6,2449.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,1749.0,128,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1230,MSI,GS73VR Stealth,17.3,1948.99,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1231,Dell,Inspiron 7579,15.6,999.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1232,Asus,ROG Strix,17.3,1949.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1233,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,11.6,174.0,32,0,2,1366x768,Intel Celeron,1.5,Intel HD
1234,Acer,E5 774G,17.3,598.0,0,1024.0,4,1600x900,Intel Core,2,Nvidia GeForce
1235,Lenovo,IdeaPad 320-17IKB,17.3,539.0,0,1024.0,8,1600x900,Intel Core,2.5,Intel HD
1236,Lenovo,IdeaPad Y700-15ISK,15.6,1272.0,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14.0,1149.0,256,0,8,1920x1080,Intel Core,1.3,Intel HD
1238,Lenovo,Thinkpad T560,15.6,1529.0,256,0,8,1920x1080,Intel Core,2.6,Intel HD
1239,MSI,GP62MVR 6RF,15.6,1476.11,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1240,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,529.0,0,1024.0,6,1920x1080,AMD A12-Series,2.7,AMD Radeon
1241,Dell,Latitude E7270,12.5,1713.37,256,0,8,1920x1080,Intel Core,2.4,Intel HD
1242,Dell,Inspiron 5578,15.0,509.0,0,500,4,1920x1080,Intel Core,2.4,Intel HD
1243,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,309.0,0,1024.0,4,1366x768,Intel Pentium,1.6,Intel HD
1244,Dell,XPS 13,13.3,1477.0,256,0,8,3200x1800,Intel Core,2.7,Intel HD
1245,Dell,Vostro 3568,15.6,521.86,0,1024.0,4,1366x768,Intel Core,2.5,Intel HD
1246,Lenovo,IdeaPad Y700-15ISK,15.6,1029.0,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1247,MSI,GL62M 7RDX,15.6,1149.0,128,1024.0,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1248,Lenovo,ThinkPad Yoga,12.5,1650.0,512,0,16,1920x1080,Intel Core,2.50,Intel HD
1249,Razer,Blade Pro,14.0,3499.0,1024.0,0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1250,Dell,Inspiron 3567,15.6,469.01,0,1024.0,8,1366x768,Intel Core,2.4,Intel HD
1251,MSI,GE72VR Apache,17.3,1598.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,478.0,0,1024.0,4,1920x1080,Intel Core,2,Intel HD
1254,HP,EliteBook 840,14.0,2198.19,256,0,8,2560x1440,Intel Core,2.5,Intel HD
1255,Dell,Vostro 3559,15.6,737.0,0,500,4,1366x768,Intel Core,2.3,Intel HD
1256,MSI,GL62 6QF,15.6,1169.0,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1257,Lenovo,ThinkPad 13,13.3,1499.0,512,0,16,1920x1080,Intel Core,2.7,Intel HD
1258,Lenovo,IdeaPad 320-15ABR,15.6,597.57,256,0,6,1920x1080,AMD A12-Series,3.6,AMD Radeon
1259,Asus,ZenBook UX310UA-WB71,13.3,1280.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1260,Acer,Aspire ES1-572,15.6,361.8,0,500,4,1366x768,Intel Core,2.0,Intel HD
1261,Dell,Inspiron 7779,17.3,1799.0,512,0,16,1920x1080,Intel Core,2.7,Nvidia GeForce
1262,HP,EliteBook 840,14.0,1099.99,256,0,4,1920x1080,Intel Core,2.3,Intel HD
1263,Asus,Rog GL553VE-FY052T,15.6,1600.0,256,1024.0,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1264,Dell,Latitude 5480,14.0,875.0,0,500,4,1366x768,Intel Core,2.5,Intel HD
1265,Asus,Rog GL502VS,15.6,2325.0,256,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,15.6,573.0,256,0,8,1920x1080,Intel Core,2.5,Intel HD
1267,Dell,XPS 13,13.3,1813.0,256,0,8,3200x1800,Intel Core,1.2,Intel HD
1268,Dell,Inspiron 3552,15.6,324.0,0,500,4,1366x768,Intel Pentium,1.6,Intel HD
1269,HP,255 G6,15.6,399.0,0,500,4,1366x768,AMD A6-Series,2.5,AMD Radeon
1270,Lenovo,IdeaPad 310-15ISK,15.6,569.0,128,0,6,1920x1080,Intel Core,2.3,Nvidia GeForce
1271,Lenovo,ThinkPad L460,14.0,1072.0,256,0,8,1920x1080,Intel Core,2.3,Intel HD
1272,Dell,Inspiron 3552,15.6,443.99,0,500,4,1366x768,Intel Pentium,1.6,Intel HD
1273,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),15.6,339.0,0,1024.0,4,1366x768,Intel Celeron,1.1,Intel HD
1274,Asus,Rog G752VT-GC073T,17.3,1900.0,128,1024.0,16,1920x1080,Intel Core,2.6,Nvidia GeForce
1275,Dell,Vostro 3568,15.6,490.0,0,500,4,1366x768,Intel Core,2,Intel HD
1276,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,15.6,895.0,0,0,8,1920x1080,Intel Core,2.5,AMD Radeon
1277,MSI,GE62 Apache,15.6,1229.0,128,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1278,Lenovo,Yoga 500-14IBD,14.0,833.01,128,0,4,1920x1080,Intel Core,2.3,Intel HD
1279,Asus,ZenBook UX305CA-UBM1,13.3,729.0,512,0,8,1920x1080,Intel Core,0.9,Intel HD
1280,Dell,Inspiron 3567,15.6,459.0,0,1024.0,6,1366x768,Intel Core,2.4,Intel HD
1281,Acer,Aspire ES1-531,15.6,289.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1282,Dell,Inspiron 3552,15.6,379.0,0,500,2,1366x768,Intel Celeron,1.6,Intel HD
1283,Lenovo,IdeaPad Y700-15ISK,15.6,899.0,0,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1284,HP,Pavilion 15-AW003nv,15.6,549.99,0,0,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1285,Dell,Inspiron 3567,15.6,805.99,0,1024.0,8,1366x768,Intel Core,2.7,AMD Radeon
1287,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,720.32,0,500,4,1366x768,Intel Core,2.5,Nvidia GeForce
1288,Lenovo,Yoga 500-14ISK,14.0,638.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
1289,Lenovo,Yoga 900-13ISK,13.3,1499.0,512,0,16,3200x1800,Intel Core,2.5,Intel HD
1291,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,764.0,0,1024.0,6,1366x768,Intel Core,2.5,AMD Radeon
1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,369.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1293,Asus,ZenBook UX305CA-UBM1,13.3,729.0,512,0,8,1920x1080,Intel Core,0.9,Intel HD
1294,Dell,Inspiron 3567,15.6,459.0,0,1024.0,6,1366x768,Intel Core,2.4,Intel HD
1295,Acer,Aspire ES1-531,15.6,289.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1296,Dell,Inspiron 3552,15.6,379.0,0,500,2,1366x768,Intel Celeron,1.6,Intel HD
1297,Lenovo,IdeaPad Y700-15ISK,15.6,899.0,0,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1298,HP,Pavilion 15-AW003nv,15.6,549.99,0,0,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1299,Dell,Inspiron 3567,15.6,805.99,0,1024.0,8,1366x768,Intel Core,2.7,AMD Radeon
